dim_date_id,date_val,calendar_year,calendar_month,calendar_day,day_of_week,is_weekday,is_workday,is_holiday
513,2018-05-28,2018,5,28,2,1,0,1
514,2018-05-29,2018,5,29,3,1,1,0
515,2018-05-30,2018,5,30,4,1,1,0
516,2018-05-31,2018,5,31,5,1,1,0
517,2018-06-01,2018,6,1,6,1,1,0
518,2018-06-02,2018,6,2,7,0,0,0
519,2018-06-03,2018,6,3,1,0,0,0
520,2018-06-04,2018,6,4,2,1,1,0
521,2018-06-05,2018,6,5,3,1,1,0
522,2018-06-06,2018,6,6,4,1,1,0
523,2018-06-07,2018,6,7,5,1,1,0
524,2018-06-08,2018,6,8,6,1,1,0
525,2018-06-09,2018,6,9,7,0,0,0
526,2018-06-10,2018,6,10,1,0,0,0
527,2018-06-11,2018,6,11,2,1,1,0
528,2018-06-12,2018,6,12,3,1,1,0
529,2018-06-13,2018,6,13,4,1,1,0
530,2018-06-14,2018,6,14,5,1,1,0
531,2018-06-15,2018,6,15,6,1,1,0
532,2018-06-16,2018,6,16,7,0,0,0
533,2018-06-17,2018,6,17,1,0,0,0
534,2018-06-18,2018,6,18,2,1,1,0
535,2018-06-19,2018,6,19,3,1,1,0
536,2018-06-20,2018,6,20,4,1,1,0
537,2018-06-21,2018,6,21,5,1,1,0
538,2018-06-22,2018,6,22,6,1,1,0
539,2018-06-23,2018,6,23,7,0,0,0
540,2018-06-24,2018,6,24,1,0,0,0
541,2018-06-25,2018,6,25,2,1,1,0
542,2018-06-26,2018,6,26,3,1,1,0
543,2018-06-27,2018,6,27,4,1,1,0
544,2018-06-28,2018,6,28,5,1,1,0
545,2018-06-29,2018,6,29,6,1,1,0
546,2018-06-30,2018,6,30,7,0,0,0
547,2018-07-01,2018,7,1,1,0,0,0
548,2018-07-02,2018,7,2,2,1,1,0
549,2018-07-03,2018,7,3,3,1,1,0
550,2018-07-04,2018,7,4,4,1,0,1
551,2018-07-05,2018,7,5,5,1,1,0
552,2018-07-06,2018,7,6,6,1,1,0
553,2018-07-07,2018,7,7,7,0,0,0
554,2018-07-08,2018,7,8,1,0,0,0
555,2018-07-09,2018,7,9,2,1,1,0
556,2018-07-10,2018,7,10,3,1,1,0
557,2018-07-11,2018,7,11,4,1,1,0
558,2018-07-12,2018,7,12,5,1,1,0
559,2018-07-13,2018,7,13,6,1,1,0
560,2018-07-14,2018,7,14,7,0,0,0
561,2018-07-15,2018,7,15,1,0,0,0
562,2018-07-16,2018,7,16,2,1,1,0
563,2018-07-17,2018,7,17,3,1,1,0
564,2018-07-18,2018,7,18,4,1,1,0
565,2018-07-19,2018,7,19,5,1,1,0
566,2018-07-20,2018,7,20,6,1,1,0
567,2018-07-21,2018,7,21,7,0,0,0
568,2018-07-22,2018,7,22,1,0,0,0
569,2018-07-23,2018,7,23,2,1,1,0
570,2018-07-24,2018,7,24,3,1,1,0
571,2018-07-25,2018,7,25,4,1,1,0
572,2018-07-26,2018,7,26,5,1,1,0
573,2018-07-27,2018,7,27,6,1,1,0
574,2018-07-28,2018,7,28,7,0,0,0
575,2018-07-29,2018,7,29,1,0,0,0
576,2018-07-30,2018,7,30,2,1,1,0
577,2018-07-31,2018,7,31,3,1,1,0
578,2018-08-01,2018,8,1,4,1,1,0
579,2018-08-02,2018,8,2,5,1,1,0
580,2018-08-03,2018,8,3,6,1,1,0
581,2018-08-04,2018,8,4,7,0,0,0
582,2018-08-05,2018,8,5,1,0,0,0
583,2018-08-06,2018,8,6,2,1,1,0
584,2018-08-07,2018,8,7,3,1,1,0
585,2018-08-08,2018,8,8,4,1,1,0
586,2018-08-09,2018,8,9,5,1,1,0
587,2018-08-10,2018,8,10,6,1,1,0
588,2018-08-11,2018,8,11,7,0,0,0
589,2018-08-12,2018,8,12,1,0,0,0
590,2018-08-13,2018,8,13,2,1,1,0
591,2018-08-14,2018,8,14,3,1,1,0
592,2018-08-15,2018,8,15,4,1,1,0
593,2018-08-16,2018,8,16,5,1,1,0
594,2018-08-17,2018,8,17,6,1,1,0
595,2018-08-18,2018,8,18,7,0,0,0
596,2018-08-19,2018,8,19,1,0,0,0
597,2018-08-20,2018,8,20,2,1,1,0
598,2018-08-21,2018,8,21,3,1,1,0
599,2018-08-22,2018,8,22,4,1,1,0
600,2018-08-23,2018,8,23,5,1,1,0
601,2018-08-24,2018,8,24,6,1,1,0
602,2018-08-25,2018,8,25,7,0,0,0
603,2018-08-26,2018,8,26,1,0,0,0
604,2018-08-27,2018,8,27,2,1,1,0
605,2018-08-28,2018,8,28,3,1,1,0
606,2018-08-29,2018,8,29,4,1,1,0
607,2018-08-30,2018,8,30,5,1,1,0
608,2018-08-31,2018,8,31,6,1,1,0
609,2018-09-01,2018,9,1,7,0,0,0
610,2018-09-02,2018,9,2,1,0,0,0
611,2018-09-03,2018,9,3,2,1,0,1
612,2018-09-04,2018,9,4,3,1,1,0
613,2018-09-05,2018,9,5,4,1,1,0
614,2018-09-06,2018,9,6,5,1,1,0
615,2018-09-07,2018,9,7,6,1,1,0
616,2018-09-08,2018,9,8,7,0,0,0
617,2018-09-09,2018,9,9,1,0,0,0
618,2018-09-10,2018,9,10,2,1,1,0
619,2018-09-11,2018,9,11,3,1,1,0
620,2018-09-12,2018,9,12,4,1,1,0
621,2018-09-13,2018,9,13,5,1,1,0
622,2018-09-14,2018,9,14,6,1,1,0
623,2018-09-15,2018,9,15,7,0,0,0
624,2018-09-16,2018,9,16,1,0,0,0
625,2018-09-17,2018,9,17,2,1,1,0
626,2018-09-18,2018,9,18,3,1,1,0
627,2018-09-19,2018,9,19,4,1,1,0
628,2018-09-20,2018,9,20,5,1,1,0
629,2018-09-21,2018,9,21,6,1,1,0
630,2018-09-22,2018,9,22,7,0,0,0
631,2018-09-23,2018,9,23,1,0,0,0
632,2018-09-24,2018,9,24,2,1,1,0
633,2018-09-25,2018,9,25,3,1,1,0
634,2018-09-26,2018,9,26,4,1,1,0
635,2018-09-27,2018,9,27,5,1,1,0
636,2018-09-28,2018,9,28,6,1,1,0
637,2018-09-29,2018,9,29,7,0,0,0
638,2018-09-30,2018,9,30,1,0,0,0
639,2018-10-01,2018,10,1,2,1,1,0
640,2018-10-02,2018,10,2,3,1,1,0
641,2018-10-03,2018,10,3,4,1,1,0
642,2018-10-04,2018,10,4,5,1,1,0
643,2018-10-05,2018,10,5,6,1,1,0
644,2018-10-06,2018,10,6,7,0,0,0
645,2018-10-07,2018,10,7,1,0,0,0
646,2018-10-08,2018,10,8,2,1,1,0
647,2018-10-09,2018,10,9,3,1,1,0
648,2018-10-10,2018,10,10,4,1,1,0
649,2018-10-11,2018,10,11,5,1,1,0
650,2018-10-12,2018,10,12,6,1,1,0
651,2018-10-13,2018,10,13,7,0,0,0
652,2018-10-14,2018,10,14,1,0,0,0
653,2018-10-15,2018,10,15,2,1,1,0
654,2018-10-16,2018,10,16,3,1,1,0
655,2018-10-17,2018,10,17,4,1,1,0
656,2018-10-18,2018,10,18,5,1,1,0
657,2018-10-19,2018,10,19,6,1,1,0
658,2018-10-20,2018,10,20,7,0,0,0
659,2018-10-21,2018,10,21,1,0,0,0
660,2018-10-22,2018,10,22,2,1,1,0
661,2018-10-23,2018,10,23,3,1,1,0
662,2018-10-24,2018,10,24,4,1,1,0
663,2018-10-25,2018,10,25,5,1,1,0
664,2018-10-26,2018,10,26,6,1,1,0
665,2018-10-27,2018,10,27,7,0,0,0
666,2018-10-28,2018,10,28,1,0,0,0
667,2018-10-29,2018,10,29,2,1,1,0
668,2018-10-30,2018,10,30,3,1,1,0
669,2018-10-31,2018,10,31,4,1,1,0
670,2018-11-01,2018,11,1,5,1,1,0
671,2018-11-02,2018,11,2,6,1,1,0
672,2018-11-03,2018,11,3,7,0,0,0
673,2018-11-04,2018,11,4,1,0,0,0
674,2018-11-05,2018,11,5,2,1,1,0
675,2018-11-06,2018,11,6,3,1,1,0
676,2018-11-07,2018,11,7,4,1,1,0
677,2018-11-08,2018,11,8,5,1,1,0
678,2018-11-09,2018,11,9,6,1,1,0
679,2018-11-10,2018,11,10,7,0,0,0
680,2018-11-11,2018,11,11,1,0,0,0
681,2018-11-12,2018,11,12,2,1,1,0
682,2018-11-13,2018,11,13,3,1,1,0
683,2018-11-14,2018,11,14,4,1,1,0
684,2018-11-15,2018,11,15,5,1,1,0
685,2018-11-16,2018,11,16,6,1,1,0
686,2018-11-17,2018,11,17,7,0,0,0
687,2018-11-18,2018,11,18,1,0,0,0
688,2018-11-19,2018,11,19,2,1,1,0
689,2018-11-20,2018,11,20,3,1,1,0
690,2018-11-21,2018,11,21,4,1,1,0
691,2018-11-22,2018,11,22,5,1,0,1
692,2018-11-23,2018,11,23,6,1,0,0
693,2018-11-24,2018,11,24,7,0,0,0
694,2018-11-25,2018,11,25,1,0,0,0
695,2018-11-26,2018,11,26,2,1,1,0
696,2018-11-27,2018,11,27,3,1,1,0
697,2018-11-28,2018,11,28,4,1,1,0
698,2018-11-29,2018,11,29,5,1,1,0
699,2018-11-30,2018,11,30,6,1,1,0
700,2018-12-01,2018,12,1,7,0,0,0
701,2018-12-02,2018,12,2,1,0,0,0
702,2018-12-03,2018,12,3,2,1,1,0
703,2018-12-04,2018,12,4,3,1,1,0
704,2018-12-05,2018,12,5,4,1,1,0
705,2018-12-06,2018,12,6,5,1,1,0
706,2018-12-07,2018,12,7,6,1,1,0
707,2018-12-08,2018,12,8,7,0,0,0
708,2018-12-09,2018,12,9,1,0,0,0
709,2018-12-10,2018,12,10,2,1,1,0
710,2018-12-11,2018,12,11,3,1,1,0
711,2018-12-12,2018,12,12,4,1,1,0
712,2018-12-13,2018,12,13,5,1,1,0
713,2018-12-14,2018,12,14,6,1,1,0
714,2018-12-15,2018,12,15,7,0,0,0
715,2018-12-16,2018,12,16,1,0,0,0
716,2018-12-17,2018,12,17,2,1,1,0
717,2018-12-18,2018,12,18,3,1,1,0
718,2018-12-19,2018,12,19,4,1,1,0
719,2018-12-20,2018,12,20,5,1,1,0
720,2018-12-21,2018,12,21,6,1,1,0
721,2018-12-22,2018,12,22,7,0,0,0
722,2018-12-23,2018,12,23,1,0,0,0
723,2018-12-24,2018,12,24,2,1,0,0
724,2018-12-25,2018,12,25,3,1,0,1
725,2018-12-26,2018,12,26,4,1,1,0
726,2018-12-27,2018,12,27,5,1,1,0
727,2018-12-28,2018,12,28,6,1,1,0
728,2018-12-29,2018,12,29,7,0,0,0
729,2018-12-30,2018,12,30,1,0,0,0
730,2018-12-31,2018,12,31,2,1,1,0
731,2019-01-01,2019,1,1,3,1,0,1
732,2019-01-02,2019,1,2,4,1,1,0
733,2019-01-03,2019,1,3,5,1,1,0
734,2019-01-04,2019,1,4,6,1,1,0
735,2019-01-05,2019,1,5,7,0,0,0
736,2019-01-06,2019,1,6,1,0,0,0
737,2019-01-07,2019,1,7,2,1,1,0
738,2019-01-08,2019,1,8,3,1,1,0
739,2019-01-09,2019,1,9,4,1,1,0
740,2019-01-10,2019,1,10,5,1,1,0
741,2019-01-11,2019,1,11,6,1,1,0
742,2019-01-12,2019,1,12,7,0,0,0
743,2019-01-13,2019,1,13,1,0,0,0
744,2019-01-14,2019,1,14,2,1,1,0
745,2019-01-15,2019,1,15,3,1,1,0
746,2019-01-16,2019,1,16,4,1,1,0
747,2019-01-17,2019,1,17,5,1,1,0
748,2019-01-18,2019,1,18,6,1,1,0
749,2019-01-19,2019,1,19,7,0,0,0
750,2019-01-20,2019,1,20,1,0,0,0
751,2019-01-21,2019,1,21,2,1,1,0
752,2019-01-22,2019,1,22,3,1,1,0
753,2019-01-23,2019,1,23,4,1,1,0
754,2019-01-24,2019,1,24,5,1,1,0
755,2019-01-25,2019,1,25,6,1,1,0
756,2019-01-26,2019,1,26,7,0,0,0
757,2019-01-27,2019,1,27,1,0,0,0
758,2019-01-28,2019,1,28,2,1,1,0
759,2019-01-29,2019,1,29,3,1,1,0
760,2019-01-30,2019,1,30,4,1,1,0
761,2019-01-31,2019,1,31,5,1,1,0
762,2019-02-01,2019,2,1,6,1,1,0
763,2019-02-02,2019,2,2,7,0,0,0
764,2019-02-03,2019,2,3,1,0,0,0
765,2019-02-04,2019,2,4,2,1,1,0
766,2019-02-05,2019,2,5,3,1,1,0
767,2019-02-06,2019,2,6,4,1,1,0
768,2019-02-07,2019,2,7,5,1,1,0
769,2019-02-08,2019,2,8,6,1,1,0
770,2019-02-09,2019,2,9,7,0,0,0
771,2019-02-10,2019,2,10,1,0,0,0
772,2019-02-11,2019,2,11,2,1,1,0
773,2019-02-12,2019,2,12,3,1,1,0
774,2019-02-13,2019,2,13,4,1,1,0
775,2019-02-14,2019,2,14,5,1,1,0
776,2019-02-15,2019,2,15,6,1,1,0
777,2019-02-16,2019,2,16,7,0,0,0
778,2019-02-17,2019,2,17,1,0,0,0
779,2019-02-18,2019,2,18,2,1,1,0
780,2019-02-19,2019,2,19,3,1,1,0
781,2019-02-20,2019,2,20,4,1,1,0
782,2019-02-21,2019,2,21,5,1,1,0
783,2019-02-22,2019,2,22,6,1,1,0
784,2019-02-23,2019,2,23,7,0,0,0
785,2019-02-24,2019,2,24,1,0,0,0
786,2019-02-25,2019,2,25,2,1,1,0
787,2019-02-26,2019,2,26,3,1,1,0
788,2019-02-27,2019,2,27,4,1,1,0
789,2019-02-28,2019,2,28,5,1,1,0
790,2019-03-01,2019,3,1,6,1,1,0
791,2019-03-02,2019,3,2,7,0,0,0
792,2019-03-03,2019,3,3,1,0,0,0
793,2019-03-04,2019,3,4,2,1,1,0
794,2019-03-05,2019,3,5,3,1,1,0
795,2019-03-06,2019,3,6,4,1,1,0
796,2019-03-07,2019,3,7,5,1,1,0
797,2019-03-08,2019,3,8,6,1,1,0
798,2019-03-09,2019,3,9,7,0,0,0
799,2019-03-10,2019,3,10,1,0,0,0
800,2019-03-11,2019,3,11,2,1,1,0
801,2019-03-12,2019,3,12,3,1,1,0
802,2019-03-13,2019,3,13,4,1,1,0
803,2019-03-14,2019,3,14,5,1,1,0
804,2019-03-15,2019,3,15,6,1,1,0
805,2019-03-16,2019,3,16,7,0,0,0
806,2019-03-17,2019,3,17,1,0,0,0
807,2019-03-18,2019,3,18,2,1,1,0
808,2019-03-19,2019,3,19,3,1,1,0
809,2019-03-20,2019,3,20,4,1,1,0
810,2019-03-21,2019,3,21,5,1,1,0
811,2019-03-22,2019,3,22,6,1,1,0
812,2019-03-23,2019,3,23,7,0,0,0
813,2019-03-24,2019,3,24,1,0,0,0
814,2019-03-25,2019,3,25,2,1,1,0
815,2019-03-26,2019,3,26,3,1,1,0
816,2019-03-27,2019,3,27,4,1,1,0
817,2019-03-28,2019,3,28,5,1,1,0
818,2019-03-29,2019,3,29,6,1,1,0
819,2019-03-30,2019,3,30,7,0,0,0
820,2019-03-31,2019,3,31,1,0,0,0
821,2019-04-01,2019,4,1,2,1,1,0
822,2019-04-02,2019,4,2,3,1,1,0
823,2019-04-03,2019,4,3,4,1,1,0
824,2019-04-04,2019,4,4,5,1,1,0
825,2019-04-05,2019,4,5,6,1,1,0
826,2019-04-06,2019,4,6,7,0,0,0
827,2019-04-07,2019,4,7,1,0,0,0
828,2019-04-08,2019,4,8,2,1,1,0
829,2019-04-09,2019,4,9,3,1,1,0
830,2019-04-10,2019,4,10,4,1,1,0
831,2019-04-11,2019,4,11,5,1,1,0
832,2019-04-12,2019,4,12,6,1,1,0
833,2019-04-13,2019,4,13,7,0,0,0
834,2019-04-14,2019,4,14,1,0,0,0
835,2019-04-15,2019,4,15,2,1,1,0
836,2019-04-16,2019,4,16,3,1,1,0
837,2019-04-17,2019,4,17,4,1,1,0
838,2019-04-18,2019,4,18,5,1,1,0
839,2019-04-19,2019,4,19,6,1,1,0
840,2019-04-20,2019,4,20,7,0,0,0
841,2019-04-21,2019,4,21,1,0,0,0
842,2019-04-22,2019,4,22,2,1,1,0
843,2019-04-23,2019,4,23,3,1,1,0
844,2019-04-24,2019,4,24,4,1,1,0
845,2019-04-25,2019,4,25,5,1,1,0
846,2019-04-26,2019,4,26,6,1,1,0
847,2019-04-27,2019,4,27,7,0,0,0
848,2019-04-28,2019,4,28,1,0,0,0
849,2019-04-29,2019,4,29,2,1,1,0
850,2019-04-30,2019,4,30,3,1,1,0
851,2019-05-01,2019,5,1,4,1,1,0
852,2019-05-02,2019,5,2,5,1,1,0
853,2019-05-03,2019,5,3,6,1,1,0
854,2019-05-04,2019,5,4,7,0,0,0
855,2019-05-05,2019,5,5,1,0,0,0
856,2019-05-06,2019,5,6,2,1,1,0
857,2019-05-07,2019,5,7,3,1,1,0
858,2019-05-08,2019,5,8,4,1,1,0
859,2019-05-09,2019,5,9,5,1,1,0
860,2019-05-10,2019,5,10,6,1,1,0
861,2019-05-11,2019,5,11,7,0,0,0
862,2019-05-12,2019,5,12,1,0,0,0
863,2019-05-13,2019,5,13,2,1,1,0
864,2019-05-14,2019,5,14,3,1,1,0
865,2019-05-15,2019,5,15,4,1,1,0
866,2019-05-16,2019,5,16,5,1,1,0
867,2019-05-17,2019,5,17,6,1,1,0
868,2019-05-18,2019,5,18,7,0,0,0
869,2019-05-19,2019,5,19,1,0,0,0
870,2019-05-20,2019,5,20,2,1,1,0
871,2019-05-21,2019,5,21,3,1,1,0
872,2019-05-22,2019,5,22,4,1,1,0
873,2019-05-23,2019,5,23,5,1,1,0
874,2019-05-24,2019,5,24,6,1,1,0
875,2019-05-25,2019,5,25,7,0,0,0
876,2019-05-26,2019,5,26,1,0,0,0
877,2019-05-27,2019,5,27,2,1,0,1
878,2019-05-28,2019,5,28,3,1,1,0
879,2019-05-29,2019,5,29,4,1,1,0
880,2019-05-30,2019,5,30,5,1,1,0
881,2019-05-31,2019,5,31,6,1,1,0
882,2019-06-01,2019,6,1,7,0,0,0
883,2019-06-02,2019,6,2,1,0,0,0
884,2019-06-03,2019,6,3,2,1,1,0
885,2019-06-04,2019,6,4,3,1,1,0
886,2019-06-05,2019,6,5,4,1,1,0
887,2019-06-06,2019,6,6,5,1,1,0
888,2019-06-07,2019,6,7,6,1,1,0
889,2019-06-08,2019,6,8,7,0,0,0
890,2019-06-09,2019,6,9,1,0,0,0
891,2019-06-10,2019,6,10,2,1,1,0
892,2019-06-11,2019,6,11,3,1,1,0
893,2019-06-12,2019,6,12,4,1,1,0
894,2019-06-13,2019,6,13,5,1,1,0
895,2019-06-14,2019,6,14,6,1,1,0
896,2019-06-15,2019,6,15,7,0,0,0
897,2019-06-16,2019,6,16,1,0,0,0
898,2019-06-17,2019,6,17,2,1,1,0
899,2019-06-18,2019,6,18,3,1,1,0
900,2019-06-19,2019,6,19,4,1,1,0
901,2019-06-20,2019,6,20,5,1,1,0
902,2019-06-21,2019,6,21,6,1,1,0
903,2019-06-22,2019,6,22,7,0,0,0
904,2019-06-23,2019,6,23,1,0,0,0
905,2019-06-24,2019,6,24,2,1,1,0
906,2019-06-25,2019,6,25,3,1,1,0
907,2019-06-26,2019,6,26,4,1,1,0
908,2019-06-27,2019,6,27,5,1,1,0
909,2019-06-28,2019,6,28,6,1,1,0
910,2019-06-29,2019,6,29,7,0,0,0
911,2019-06-30,2019,6,30,1,0,0,0
912,2019-07-01,2019,7,1,2,1,1,0
913,2019-07-02,2019,7,2,3,1,1,0
914,2019-07-03,2019,7,3,4,1,1,0
915,2019-07-04,2019,7,4,5,1,0,1
916,2019-07-05,2019,7,5,6,1,1,0
917,2019-07-06,2019,7,6,7,0,0,0
918,2019-07-07,2019,7,7,1,0,0,0
919,2019-07-08,2019,7,8,2,1,1,0
920,2019-07-09,2019,7,9,3,1,1,0
921,2019-07-10,2019,7,10,4,1,1,0
922,2019-07-11,2019,7,11,5,1,1,0
923,2019-07-12,2019,7,12,6,1,1,0
924,2019-07-13,2019,7,13,7,0,0,0
925,2019-07-14,2019,7,14,1,0,0,0
926,2019-07-15,2019,7,15,2,1,1,0
927,2019-07-16,2019,7,16,3,1,1,0
928,2019-07-17,2019,7,17,4,1,1,0
929,2019-07-18,2019,7,18,5,1,1,0
930,2019-07-19,2019,7,19,6,1,1,0
931,2019-07-20,2019,7,20,7,0,0,0
932,2019-07-21,2019,7,21,1,0,0,0
933,2019-07-22,2019,7,22,2,1,1,0
934,2019-07-23,2019,7,23,3,1,1,0
935,2019-07-24,2019,7,24,4,1,1,0
936,2019-07-25,2019,7,25,5,1,1,0
937,2019-07-26,2019,7,26,6,1,1,0
938,2019-07-27,2019,7,27,7,0,0,0
939,2019-07-28,2019,7,28,1,0,0,0
940,2019-07-29,2019,7,29,2,1,1,0
941,2019-07-30,2019,7,30,3,1,1,0
942,2019-07-31,2019,7,31,4,1,1,0
943,2019-08-01,2019,8,1,5,1,1,0
944,2019-08-02,2019,8,2,6,1,1,0
945,2019-08-03,2019,8,3,7,0,0,0
946,2019-08-04,2019,8,4,1,0,0,0
947,2019-08-05,2019,8,5,2,1,1,0
948,2019-08-06,2019,8,6,3,1,1,0
949,2019-08-07,2019,8,7,4,1,1,0
950,2019-08-08,2019,8,8,5,1,1,0
951,2019-08-09,2019,8,9,6,1,1,0
952,2019-08-10,2019,8,10,7,0,0,0
953,2019-08-11,2019,8,11,1,0,0,0
954,2019-08-12,2019,8,12,2,1,1,0
955,2019-08-13,2019,8,13,3,1,1,0
956,2019-08-14,2019,8,14,4,1,1,0
957,2019-08-15,2019,8,15,5,1,1,0
958,2019-08-16,2019,8,16,6,1,1,0
959,2019-08-17,2019,8,17,7,0,0,0
960,2019-08-18,2019,8,18,1,0,0,0
961,2019-08-19,2019,8,19,2,1,1,0
962,2019-08-20,2019,8,20,3,1,1,0
963,2019-08-21,2019,8,21,4,1,1,0
964,2019-08-22,2019,8,22,5,1,1,0
965,2019-08-23,2019,8,23,6,1,1,0
966,2019-08-24,2019,8,24,7,0,0,0
967,2019-08-25,2019,8,25,1,0,0,0
968,2019-08-26,2019,8,26,2,1,1,0
969,2019-08-27,2019,8,27,3,1,1,0
970,2019-08-28,2019,8,28,4,1,1,0
971,2019-08-29,2019,8,29,5,1,1,0
972,2019-08-30,2019,8,30,6,1,1,0
973,2019-08-31,2019,8,31,7,0,0,0
974,2019-09-01,2019,9,1,1,0,0,0
975,2019-09-02,2019,9,2,2,1,0,1
976,2019-09-03,2019,9,3,3,1,1,0
977,2019-09-04,2019,9,4,4,1,1,0
978,2019-09-05,2019,9,5,5,1,1,0
979,2019-09-06,2019,9,6,6,1,1,0
980,2019-09-07,2019,9,7,7,0,0,0
981,2019-09-08,2019,9,8,1,0,0,0
982,2019-09-09,2019,9,9,2,1,1,0
983,2019-09-10,2019,9,10,3,1,1,0
984,2019-09-11,2019,9,11,4,1,1,0
985,2019-09-12,2019,9,12,5,1,1,0
986,2019-09-13,2019,9,13,6,1,1,0
987,2019-09-14,2019,9,14,7,0,0,0
988,2019-09-15,2019,9,15,1,0,0,0
989,2019-09-16,2019,9,16,2,1,1,0
990,2019-09-17,2019,9,17,3,1,1,0
991,2019-09-18,2019,9,18,4,1,1,0
992,2019-09-19,2019,9,19,5,1,1,0
993,2019-09-20,2019,9,20,6,1,1,0
994,2019-09-21,2019,9,21,7,0,0,0
995,2019-09-22,2019,9,22,1,0,0,0
996,2019-09-23,2019,9,23,2,1,1,0
997,2019-09-24,2019,9,24,3,1,1,0
998,2019-09-25,2019,9,25,4,1,1,0
999,2019-09-26,2019,9,26,5,1,1,0
1000,2019-09-27,2019,9,27,6,1,1,0
1001,2019-09-28,2019,9,28,7,0,0,0
1002,2019-09-29,2019,9,29,1,0,0,0
1003,2019-09-30,2019,9,30,2,1,1,0
1004,2019-10-01,2019,10,1,3,1,1,0
1005,2019-10-02,2019,10,2,4,1,1,0
1006,2019-10-03,2019,10,3,5,1,1,0
1007,2019-10-04,2019,10,4,6,1,1,0
1008,2019-10-05,2019,10,5,7,0,0,0
1009,2019-10-06,2019,10,6,1,0,0,0
1010,2019-10-07,2019,10,7,2,1,1,0
1011,2019-10-08,2019,10,8,3,1,1,0
1012,2019-10-09,2019,10,9,4,1,1,0
1013,2019-10-10,2019,10,10,5,1,1,0
1014,2019-10-11,2019,10,11,6,1,1,0
1015,2019-10-12,2019,10,12,7,0,0,0
1016,2019-10-13,2019,10,13,1,0,0,0
1017,2019-10-14,2019,10,14,2,1,1,0
1018,2019-10-15,2019,10,15,3,1,1,0
1019,2019-10-16,2019,10,16,4,1,1,0
1020,2019-10-17,2019,10,17,5,1,1,0
1021,2019-10-18,2019,10,18,6,1,1,0
1022,2019-10-19,2019,10,19,7,0,0,0
1023,2019-10-20,2019,10,20,1,0,0,0
1024,2019-10-21,2019,10,21,2,1,1,0
